pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
59,British Columbia,Colombie-Britannique,2020-02-01,5,2020,1.0,1,1,0.02,0,0,0.0,0.02,0.00,1.0,0,0.02,0,0.14,0.00,0.00,0.00
48,Alberta,Alberta,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-02-01,5,2020,1.0,3,0,0.02,0,0,0.0,0.00,0.00,3.0,0,0.02,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-02-01,5,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-02-01,5,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-02-01,5,2020,,4,1,0.01,0,0,0.0,0.00,0.00,4.0,0,0.01,0,0.14,0.00,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-02-08,6,2020,1.0,4,3,0.07,0,0,0.0,0.05,0.00,4.0,0,0.07,0,0.43,0.01,0.00,0.00
48,Alberta,Alberta,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-02-08,6,2020,1.0,4,1,0.03,0,0,0.0,0.01,0.00,1.0,0,0.01,0,0.14,0.00,0.00,0.00
24,Quebec,Québec,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-02-08,6,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-02-08,6,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-02-08,6,2020,,8,4,0.02,0,0,0.0,0.01,0.00,5.0,0,0.01,0,0.57,0.00,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-02-15,7,2020,1.0,4,0,0.07,0,0,0.0,0.00,0.00,3.0,0,0.05,0,0.00,0.00,0.00,0.00
48,Alberta,Alberta,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-02-15,7,2020,1.0,4,0,0.03,0,0,0.0,0.00,0.00,1.0,0,0.01,0,0.00,0.00,0.00,0.00
24,Quebec,Québec,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-02-15,7,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-02-15,7,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-02-15,7,2020,,8,0,0.02,0,0,0.0,0.00,0.00,4.0,0,0.01,0,0.00,0.00,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-02-22,8,2020,1.0,6,2,0.11,0,0,0.0,0.04,0.00,2.0,0,0.04,0,0.29,0.01,0.00,0.00
48,Alberta,Alberta,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-02-22,8,2020,1.0,5,1,0.03,0,0,0.0,0.01,0.00,1.0,0,0.01,0,0.14,0.00,0.00,0.00
24,Quebec,Québec,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-02-22,8,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-02-22,8,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-02-22,8,2020,,11,3,0.03,0,0,0.0,0.01,0.00,3.0,0,0.01,0,0.43,0.00,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-02-29,9,2020,1.0,7,1,0.13,0,0,0.0,0.02,0.00,3.0,0,0.05,0,0.14,0.00,0.00,0.00
48,Alberta,Alberta,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-02-29,9,2020,1.0,18,13,0.12,0,0,0.0,0.08,0.00,14.0,0,0.09,0,1.86,0.01,0.00,0.00
24,Quebec,Québec,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-02-29,9,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-02-29,9,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-02-29,9,2020,,25,14,0.06,0,0,0.0,0.03,0.00,17.0,0,0.04,0,2.00,0.00,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-03-07,10,2020,1.0,27,20,0.49,0,0,0.0,0.36,0.00,21.0,0,0.38,0,2.86,0.05,0.00,0.00
48,Alberta,Alberta,2020-03-07,10,2020,1.0,2,2,0.04,0,0,0.0,0.04,0.00,2.0,0,0.04,0,0.29,0.01,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
46,Manitoba,Manitoba,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
35,Ontario,Ontario,2020-03-07,10,2020,1.0,33,15,0.21,0,0,0.0,0.10,0.00,28.0,0,0.18,0,2.14,0.01,0.00,0.00
24,Quebec,Québec,2020-03-07,10,2020,1.0,1,1,0.01,0,0,0.0,0.01,0.00,1.0,0,0.01,0,0.14,0.00,0.00,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
60,Yukon,Yukon,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-03-07,10,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-07,10,2020,,0,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-03-07,10,2020,,63,38,0.16,0,0,0.0,0.09,0.00,52.0,0,0.13,0,5.43,0.01,0.00,0.00
59,British Columbia,Colombie-Britannique,2020-03-14,11,2020,1.0,64,37,1.16,1,1,0.02,0.67,0.02,57.0,1,1.03,0.02,5.29,0.10,0.14,0.00
48,Alberta,Alberta,2020-03-14,11,2020,1.0,56,54,1.19,0,0,0.0,1.15,0.00,56.0,0,1.19,0,7.71,0.16,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-03-14,11,2020,1.0,2,2,0.17,0,0,0.0,0.17,0.00,2.0,0,0.17,0,0.29,0.02,0.00,0.00
46,Manitoba,Manitoba,2020-03-14,11,2020,1.0,4,4,0.27,0,0,0.0,0.27,0.00,4.0,0,0.27,0,0.57,0.04,0.00,0.00
35,Ontario,Ontario,2020-03-14,11,2020,1.0,181,148,1.16,1,1,0.01,0.95,0.01,163.0,1,1.04,0.01,21.14,0.14,0.14,0.00
24,Quebec,Québec,2020-03-14,11,2020,1.0,7,6,0.08,1,1,0.01,0.07,0.01,7.0,1,0.08,0.01,0.86,0.01,0.14,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-14,11,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-14,11,2020,1.0,2,2,0.24,0,0,0.0,0.24,0.00,2.0,0,0.24,0,0.29,0.03,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-14,11,2020,1.0,2,2,0.19,0,0,0.0,0.19,0.00,2.0,0,0.19,0,0.31,0.03,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-14,11,2020,1.0,1,1,0.58,0,0,0.0,0.58,0.00,1.0,0,0.58,0,0.08,0.05,0.00,0.00
60,Yukon,Yukon,2020-03-14,11,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-14,11,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2020-03-14,11,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-14,11,2020,,2,2,,0,0,,,,2.0,0,,,0.29,,0.00,
1,Canada,Canada,2020-03-14,11,2020,,321,258,0.8,3,3,0.01,0.64,0.01,296.0,3,0.74,0.01,36.86,0.09,0.43,0.00
59,British Columbia,Colombie-Britannique,2020-03-21,12,2020,1.0,424,360,7.68,10,9,0.18,6.52,0.16,397.0,10,7.19,0.18,51.43,0.93,1.29,0.02
48,Alberta,Alberta,2020-03-21,12,2020,1.0,244,188,5.2,1,1,0.02,4.00,0.02,242.0,1,5.15,0.02,26.86,0.57,0.14,0.00
47,Saskatchewan,Saskatchewan,2020-03-21,12,2020,1.0,44,42,3.64,0,0,0.0,3.47,0.00,44.0,0,3.64,0,6.00,0.50,0.00,0.00
46,Manitoba,Manitoba,2020-03-21,12,2020,1.0,19,15,1.31,0,0,0.0,1.03,0.00,19.0,0,1.31,0,2.14,0.15,0.00,0.00
35,Ontario,Ontario,2020-03-21,12,2020,1.0,628,447,4.02,2,1,0.01,2.86,0.01,595.0,2,3.81,0.01,63.86,0.41,0.14,0.00
24,Quebec,Québec,2020-03-21,12,2020,1.0,288,281,3.25,5,4,0.06,3.17,0.05,287.0,5,3.23,0.06,40.14,0.45,0.57,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-21,12,2020,1.0,6,6,1.11,0,0,0.0,1.11,0.00,6.0,0,1.11,0,0.86,0.16,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-21,12,2020,1.0,17,15,2.04,0,0,0.0,1.80,0.00,17.0,0,2.04,0,2.14,0.26,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-21,12,2020,1.0,30,28,2.83,0,0,0.0,2.64,0.00,30.0,0,2.83,0,4.00,0.38,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-21,12,2020,1.0,2,2,1.15,0,0,0.0,1.15,0.00,3.0,0,1.73,0,0.22,0.13,0.00,0.00
60,Yukon,Yukon,2020-03-21,12,2020,1.0,1,1,2.22,0,0,0.0,2.22,0.00,1.0,0,2.22,0,0.10,0.21,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-21,12,2020,1.0,1,1,2.22,0,0,0.0,2.22,0.00,1.0,0,2.22,0,0.10,0.23,0.00,0.00
62,Nunavut,Nunavut,2020-03-21,12,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-21,12,2020,,13,11,,0,0,,,,13.0,0,,,1.57,,0.00,
1,Canada,Canada,2020-03-21,12,2020,,1717,1397,4.28,18,15,0.04,3.48,0.04,1655.0,18,4.13,0.04,199.57,0.50,2.14,0.01
59,British Columbia,Colombie-Britannique,2020-03-28,13,2020,1.0,884,460,16.02,16,6,0.29,8.33,0.11,820.0,15,14.86,0.27,65.71,1.19,0.86,0.02
48,Alberta,Alberta,2020-03-28,13,2020,1.0,666,422,14.18,1,0,0.02,8.99,0.00,610.0,1,12.99,0.02,60.29,1.28,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-03-28,13,2020,1.0,134,90,11.08,0,0,0.0,7.44,0.00,132.0,0,10.92,0,12.86,1.06,0.00,0.00
46,Manitoba,Manitoba,2020-03-28,13,2020,1.0,64,45,4.4,1,1,0.07,3.09,0.07,60.0,1,4.12,0.07,6.43,0.44,0.14,0.01
35,Ontario,Ontario,2020-03-28,13,2020,1.0,1955,1327,12.53,29,27,0.19,8.50,0.17,1774.0,28,11.37,0.18,189.57,1.21,3.86,0.02
24,Quebec,Québec,2020-03-28,13,2020,1.0,2368,2080,26.68,41,36,0.46,23.44,0.41,2361.0,40,26.6,0.45,297.14,3.35,5.14,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-28,13,2020,1.0,120,114,22.28,0,0,0.0,21.17,0.00,120.0,0,22.28,0,16.29,3.02,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2020-03-28,13,2020,1.0,51,34,6.11,0,0,0.0,4.07,0.00,49.0,0,5.87,0,4.86,0.58,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-28,13,2020,1.0,102,72,9.63,0,0,0.0,6.80,0.00,100.0,0,9.45,0,10.33,0.98,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-28,13,2020,1.0,13,11,7.48,0,0,0.0,6.33,0.00,13.0,0,7.48,0,1.59,0.92,0.00,0.00
60,Yukon,Yukon,2020-03-28,13,2020,1.0,4,3,8.89,0,0,0.0,6.67,0.00,4.0,0,8.89,0,0.43,0.95,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-28,13,2020,1.0,1,0,2.22,0,0,0.0,0.00,0.00,1.0,0,2.22,0,0.04,0.09,0.00,0.00
62,Nunavut,Nunavut,2020-03-28,13,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-28,13,2020,,13,0,,0,0,,,,11.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-03-28,13,2020,,6375,4658,15.9,88,70,0.22,11.62,0.17,6055.0,85,15.1,0.21,665.43,1.66,10.00,0.02
59,British Columbia,Colombie-Britannique,2020-04-04,14,2020,1.0,1203,319,21.8,38,22,0.69,5.78,0.40,779.0,28,14.11,0.51,45.57,0.83,3.14,0.06
48,Alberta,Alberta,2020-04-04,14,2020,1.0,1232,566,26.24,23,22,0.49,12.05,0.47,988.0,22,21.04,0.47,80.86,1.72,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-04,14,2020,1.0,231,97,19.11,3,3,0.25,8.02,0.25,187.0,3,15.47,0.25,13.86,1.15,0.43,0.04
46,Manitoba,Manitoba,2020-04-04,14,2020,1.0,194,130,13.33,2,1,0.14,8.94,0.07,175.0,2,12.03,0.14,18.57,1.28,0.14,0.01
35,Ontario,Ontario,2020-04-04,14,2020,1.0,4753,2798,30.45,176,147,1.13,17.93,0.94,4125.0,174,26.43,1.11,399.71,2.56,21.00,0.13
24,Quebec,Québec,2020-04-04,14,2020,1.0,6749,4381,76.05,188,147,2.12,49.37,1.66,6461.0,183,72.8,2.06,625.86,7.05,21.00,0.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-04,14,2020,1.0,195,75,36.2,1,1,0.19,13.92,0.19,189.0,1,35.09,0.19,10.71,1.99,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2020-04-04,14,2020,1.0,98,47,11.74,0,0,0.0,5.63,0.00,81.0,0,9.7,0,6.71,0.80,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-04-04,14,2020,1.0,246,143,23.24,0,0,0.0,13.51,0.00,215.0,0,20.31,0,20.45,1.93,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-04,14,2020,1.0,22,8,12.66,0,0,0.0,4.60,0.00,19.0,0,10.93,0,1.18,0.68,0.00,0.00
60,Yukon,Yukon,2020-04-04,14,2020,1.0,6,3,13.34,0,0,0.0,6.67,0.00,6.0,0,13.34,0,0.38,0.85,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-04,14,2020,1.0,4,3,8.89,0,0,0.0,6.67,0.00,3.0,0,6.67,0,0.41,0.91,0.00,0.00
62,Nunavut,Nunavut,2020-04-04,14,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-04,14,2020,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-04-04,14,2020,,14946,8570,37.27,431,343,1.07,21.37,0.86,13228.0,413,32.99,1.03,1224.29,3.05,49.00,0.12
59,British Columbia,Colombie-Britannique,2020-04-11,15,2020,1.0,1445,242,26.18,58,20,1.05,4.38,0.36,561.0,42,10.16,0.76,34.57,0.63,2.86,0.05
48,Alberta,Alberta,2020-04-11,15,2020,1.0,1553,321,33.08,45,22,0.96,6.84,0.47,887.0,44,18.89,0.94,45.86,0.98,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-11,15,2020,1.0,289,58,23.9,4,1,0.33,4.80,0.08,155.0,4,12.82,0.33,8.29,0.69,0.14,0.01
46,Manitoba,Manitoba,2020-04-11,15,2020,1.0,242,48,16.63,4,2,0.27,3.30,0.14,178.0,3,12.23,0.21,6.86,0.47,0.29,0.02
35,Ontario,Ontario,2020-04-11,15,2020,1.0,7921,3168,50.75,430,254,2.75,20.30,1.63,5966.0,401,38.22,2.57,452.57,2.90,36.29,0.23
24,Quebec,Québec,2020-04-11,15,2020,1.0,11263,4514,126.91,581,393,6.55,50.86,4.43,8895.0,540,100.23,6.08,644.86,7.27,56.14,0.63
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-11,15,2020,1.0,241,46,44.75,2,1,0.37,8.54,0.19,121.0,2,22.47,0.37,6.57,1.22,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2020-04-11,15,2020,1.0,112,14,13.42,0,0,0.0,1.68,0.00,61.0,0,7.31,0,2.00,0.24,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-04-11,15,2020,1.0,422,177,39.86,2,2,0.19,16.72,0.19,320.0,2,30.23,0.19,25.24,2.38,0.31,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-11,15,2020,1.0,24,2,13.81,0,0,0.0,1.15,0.00,10.0,0,5.75,0,0.31,0.18,0.00,0.00
60,Yukon,Yukon,2020-04-11,15,2020,1.0,8,2,17.79,0,0,0.0,4.45,0.00,5.0,0,11.12,0,0.24,0.53,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-11,15,2020,1.0,5,1,11.12,0,0,0.0,2.22,0.00,4.0,0,8.89,0,0.16,0.36,0.00,0.00
62,Nunavut,Nunavut,2020-04-11,15,2020,1.0,0,0,0.0,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
