"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"KP.1*"	0.04595942	0.03599	0.05593	241	"British Columbia"	0	"JN.1*"
"JN.1.7.4"	0.04577089	0.03177	0.05978	31	"Canada"	0	"JN.1"
"XDV.1"	0.04568464	0.03477	0.0566	63	"Canada"	0	"JN.1"
"KP.4.2"	0.04549632	0.03313	0.05786	39	"Canada"	0	"JN.1"
"JN.1.18.4"	0.0454921	0.02814	0.06284	20	"Canada"	0	"JN.1"
"XDK*"	0.04544069	0.0303	0.06058	51	"British Columbia"	0	"JN.1*"
"XDV.1"	0.04499186	0.02684	0.06314	36	"British Columbia"	0	"JN.1"
"KP.1.1*"	0.04494563	0.03492	0.05497	233	"British Columbia"	0	"JN.1*"
"KR.1*"	0.04485325	0.03062	0.05909	72	"Alberta"	0	"JN.1*"
"KS*"	0.04463338	0.03197	0.05729	102	"Alberta"	0	"JN.1*"
"JN.1.13*"	0.04463338	0.03197	0.05729	102	"Alberta"	0	"JN.1*"
"KP.2"	0.04405193	0.03372	0.05439	375	"Alberta"	0	"JN.1"
"KP.2"	0.04397726	0.03883	0.04913	819	"Canada"	0	"JN.1"
"JN.1.13*"	0.04397034	0.03828	0.04966	579	"Canada"	0	"JN.1*"
"KS*"	0.04388335	0.0382	0.04957	576	"Canada"	0	"JN.1*"
"KW.1*"	0.0436737	0.03158	0.05577	45	"Canada"	0	"JN.1*"
"LH*"	0.04364407	0.02843	0.05885	27	"Canada"	0	"JN.1*"
"KR.1"	0.04350879	0.02923	0.05779	68	"Alberta"	0	"JN.1"
"JN.1.48*"	0.04320895	0.03082	0.05559	39	"Canada"	0	"JN.1*"
"JN.1.52"	0.04304426	0	0.11769	15	"Nova Scotia"	0	"JN.1"
"LU*"	0.04297192	0.02124	0.0647	11	"Canada"	0	"JN.1*"
"LQ.1.1"	0.04290128	0.02085	0.06495	13	"Alberta"	0	"JN.1"
"LQ.1*"	0.04290128	0.02085	0.06495	13	"Alberta"	0	"JN.1*"
"KP.4*"	0.04286748	0.03505	0.05069	137	"Canada"	0	"JN.1*"
"KS.1"	0.04281387	0.031	0.05463	196	"Ontario"	0	"JN.1"
"KW*"	0.04215108	0.01997	0.06434	17	"British Columbia"	0	"JN.1*"
"JN.1.1*"	0.04205065	0.0286	0.0555	77	"Alberta"	0	"JN.1*"
"KP.4.1*"	0.04159001	0.03284	0.05034	96	"Canada"	0	"JN.1*"
"LE*"	0.04149357	0.02299	0.05999	24	"Ontario"	0	"JN.1*"
"KS.1"	0.04139556	0.03469	0.0481	285	"Canada"	0	"JN.1"
"MD*"	0.0410493	0.02189	0.06021	14	"Canada"	0	"JN.1*"
"KU*"	0.04098926	0.02754	0.05443	34	"Canada"	0	"JN.1*"
"KP.2.13"	0.04061585	0.02546	0.05577	39	"Alberta"	0	"JN.1"
"KQ*"	0.04056955	0.01721	0.06393	16	"British Columbia"	0	"JN.1*"
"LD*"	0.04056261	0.02802	0.05311	36	"Canada"	0	"JN.1*"
"KV*"	0.0404948	0.02062	0.06037	20	"Ontario"	0	"JN.1*"
"JN.1.30*"	0.04042444	0.02719	0.05366	35	"Canada"	0	"JN.1*"
"KP.1.1"	0.04041229	0.02189	0.05894	18	"Alberta"	0	"JN.1"
"KP.1.1.1"	0.03950725	0.02604	0.05297	68	"British Columbia"	0	"JN.1"
"MG*"	0.03950725	0.02604	0.05297	68	"British Columbia"	0	"JN.1*"
"MK*"	0.03908083	0.01902	0.05914	12	"Alberta"	0	"JN.1*"
"KW*"	0.03889633	0.02756	0.05023	48	"Canada"	0	"JN.1*"
"JN.1.48*"	0.03802069	0.02002	0.05602	26	"British Columbia"	0	"JN.1*"
"LE.1"	0.03801396	0.02295	0.05308	22	"Canada"	0	"JN.1"
"LE*"	0.03779829	0.02633	0.04927	43	"Canada"	0	"JN.1*"
"KP.2"	0.03774745	0.02797	0.04752	162	"British Columbia"	0	"JN.1"
"JN.1.48.1"	0.03774387	0.02425	0.05123	30	"Canada"	0	"JN.1"
"KP.3"	0.0370262	0.0288	0.04525	165	"Ontario"	0	"JN.1"
"KP.3.1.6"	0.03694888	0.01662	0.05728	11	"Alberta"	0	"JN.1"
"JN.1.16"	0.03675839	0.0289	0.04461	148	"Canada"	0	"JN.1"
"JN.1.1*"	0.03632967	0.0107	0.06196	14	"Quebec"	0	"JN.1*"
"JN.1.48.1"	0.03592733	0.01766	0.05419	25	"British Columbia"	0	"JN.1"
"LD*"	0.03592733	0.01766	0.05419	25	"British Columbia"	0	"JN.1*"
"JN.1.40"	0.03585866	0.01321	0.0585	14	"Ontario"	0	"JN.1"
"JN.1.1*"	0.03579421	0.02879	0.0428	187	"Canada"	0	"JN.1*"
"XDK.1*"	0.03570752	0.01976	0.05165	41	"British Columbia"	0	"JN.1*"
"KP.2.14"	0.03567549	0.01954	0.05181	23	"Alberta"	0	"JN.1"
"KP.2.1"	0.03558829	0.02489	0.04628	62	"Canada"	0	"JN.1"
"KZ*"	0.03545049	0.02067	0.05024	24	"Canada"	0	"JN.1*"
"JN.1.13.1"	0.03499577	0.01904	0.05095	44	"Ontario"	0	"JN.1"
"JN.1.16"	0.03464979	0.02006	0.04924	28	"Alberta"	0	"JN.1"
"KP.4.1"	0.03431068	0.02503	0.04359	72	"Canada"	0	"JN.1"
"KP.2.4"	0.03411186	0.0169	0.05132	17	"Canada"	0	"JN.1"
"KQ*"	0.03407983	0.0237	0.04446	51	"Canada"	0	"JN.1*"
"JN.1.1.6"	0.03399627	0.01903	0.04896	23	"Canada"	0	"JN.1"
"KP.5"	0.03377067	0.01866	0.04888	27	"Alberta"	0	"JN.1"
"LA*"	0.03280398	0.02113	0.04448	40	"Canada"	0	"JN.1*"
"XDK.1"	0.03220284	0.01606	0.04835	38	"British Columbia"	0	"JN.1"
"XDK*"	0.03189146	0.01834	0.04544	27	"Alberta"	0	"JN.1*"
"XDP"	0.03179944	0.01952	0.04408	104	"British Columbia"	0	"JN.1"
"LK*"	0.0316599	0.01141	0.05191	14	"Ontario"	0	"JN.1*"
"LE*"	0.03127093	0.01394	0.04861	15	"Alberta"	0	"JN.1*"
"JN.1.18*"	0.03080835	0.01447	0.04715	26	"British Columbia"	0	"JN.1*"
"JN.1.4.5"	0.0306736	0.00753	0.05382	11	"Ontario"	0	"JN.1"
"JN.1.18*"	0.0305185	0.01782	0.04321	36	"Alberta"	0	"JN.1*"
"JN.1.16"	0.03032609	0	0.06169	11	"Quebec"	0	"JN.1"
"KS*"	0.02998985	0.01848	0.0415	82	"British Columbia"	0	"JN.1*"
"JN.1.13*"	0.02998985	0.01848	0.0415	82	"British Columbia"	0	"JN.1*"
"KW.1"	0.02929504	0.01355	0.04504	20	"Canada"	0	"JN.1"
"JN.1.40"	0.0271687	0.00828	0.04606	14	"Canada"	0	"JN.1"
"JN.1.28*"	0.02693038	0.0174	0.03647	65	"Canada"	0	"JN.1*"
"JN.1.7*"	0.02657753	0.01383	0.03932	97	"Ontario"	0	"JN.1*"
"JN.1.28*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"KW*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"KW.1*"	0.02657734	0.00477	0.04839	12	"Ontario"	0	"JN.1*"
"JN.1.7"	0.02637354	0.01462	0.03813	77	"British Columbia"	0	"JN.1"
"XDP*"	0.02616879	0.01496	0.03738	125	"British Columbia"	0	"JN.1*"
"KP.4*"	0.02575045	0.01345	0.03805	57	"British Columbia"	0	"JN.1*"
"JN.1.26"	0.02518033	0.01189	0.03847	58	"British Columbia"	0	"JN.1"
"KP.1.1.3"	0.02447164	0.00325	0.0457	15	"British Columbia"	0	"JN.1"
"XDK*"	0.02427536	0.01748	0.03107	169	"Canada"	0	"JN.1*"
"KP.4.1*"	0.02424027	0.01127	0.03721	48	"British Columbia"	0	"JN.1*"
"JN.1.7.5"	0.02418403	0.00218	0.04619	12	"Ontario"	0	"JN.1"
"KP.4.1"	0.02412831	0.00526	0.04299	11	"Alberta"	0	"JN.1"
"KP.4.1*"	0.02412831	0.00526	0.04299	11	"Alberta"	0	"JN.1*"
"JN.1.7"	0.02400157	0.0094	0.0386	69	"Ontario"	0	"JN.1"
"KQ.1"	0.02392692	0.01058	0.03728	30	"Canada"	0	"JN.1"
"LK.1"	0.02332546	0.00505	0.0416	15	"Canada"	0	"JN.1"
"KP.2.1"	0.02330511	0.00948	0.03713	36	"Alberta"	0	"JN.1"
"XDP"	0.02322446	0.01489	0.03156	127	"Canada"	0	"JN.1"
"JN.1.26"	0.02264973	0.01228	0.03302	59	"Canada"	0	"JN.1"
"JN.1.13.1"	0.0218861	0.00815	0.03562	38	"Alberta"	0	"JN.1"
"JN.1.11.1"	0.02181287	0.01437	0.02926	154	"Canada"	0	"JN.1"
"XBB.1*"	0.02106197	0.01049	0.03163	140	"British Columbia"	0	"JN.1*"
"XDP*"	0.02083591	0.01305	0.02863	155	"Canada"	0	"JN.1*"
"JN.1.7"	0.02077065	0.01464	0.0269	316	"Canada"	0	"JN.1"
"JN.1.13.1"	0.02075751	0.01307	0.02844	142	"Canada"	0	"JN.1"
"KP.4.1"	0.02058702	0.00694	0.03423	42	"British Columbia"	0	"JN.1"
"JN.1.18"	0.0204661	0.01033	0.0306	65	"Canada"	0	"JN.1"
"XDK.1*"	0.02029551	0.01182	0.02878	103	"Canada"	0	"JN.1*"
"KP.2.1"	0.02028533	0	0.04527	12	"British Columbia"	0	"JN.1"
"KP.4*"	0.02004775	0.00518	0.03491	21	"Alberta"	0	"JN.1*"
"JN.1.7*"	0.01992105	0	0.0771	12	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.4*"	0.01971788	0.01004	0.0294	132	"Alberta"	0	"JN.1*"
"JN.1.7*"	0.01869668	0.01342	0.02397	490	"Canada"	0	"JN.1*"
"JN.1.7*"	0.01867592	0.00168	0.03567	27	"Quebec"	0	"JN.1*"
"XDK.1*"	0.01804395	0.00228	0.0338	17	"Alberta"	0	"JN.1*"
"JN.1.32*"	0.01771932	0.00319	0.03225	49	"British Columbia"	0	"JN.1*"
"JN.1.1*"	0.01771557	0.00587	0.02956	63	"British Columbia"	0	"JN.1*"
"XDK.1"	0.01763006	0.00889	0.02637	98	"Canada"	0	"JN.1"
"JN.1.28*"	0.01758945	0.0019	0.03327	31	"British Columbia"	0	"JN.1*"
"KV.2"	0.01724268	0.00111	0.03337	21	"Canada"	0	"JN.1"
"JN.1.4*"	0.01720849	0.00702	0.0274	214	"Ontario"	0	"JN.1*"
"JN.1.4.6"	0.01715253	0.00922	0.02508	128	"Canada"	0	"JN.1"
"JN.1.32"	0.01629125	0.00159	0.031	47	"British Columbia"	0	"JN.1"
"LK.1"	0.01601937	0	0.07328	11	"Newfoundland and Labrador"	0	"JN.1"
"LK*"	0.01601937	0	0.07328	11	"Newfoundland and Labrador"	0	"JN.1*"
"XBB.1*"	0.01597543	0.00898	0.02298	202	"Canada"	0	"JN.1*"
"JN.1.20"	0.01574581	0	0.03534	14	"Canada"	0	"JN.1"
"JN.1.4.6"	0.01568952	0	0.03762	16	"Ontario"	0	"JN.1"
"JN.1.11.1"	0.01550095	0.00474	0.02626	115	"Alberta"	0	"JN.1"
"XDK.1"	0.01532919	0	0.03173	16	"Alberta"	0	"JN.1"
"JN.1.4.6"	0.01308116	0	0.03097	12	"Alberta"	0	"JN.1"
"JN.1.7"	0.01218387	0.00054	0.02382	57	"Alberta"	0	"JN.1"
"JN.1.4*"	0.01086628	0.00605	0.01569	724	"Canada"	0	"JN.1*"
"JN.1.8*"	0.01044507	0	0.02481	69	"Ontario"	0	"JN.1*"
"JN.1.8.1"	0.01033396	0	0.02518	61	"Ontario"	0	"JN.1"
"JN.1.32*"	0.01032711	0.00086	0.01979	85	"Canada"	0	"JN.1*"
"JN.1.7*"	0.01020759	0	0.02156	63	"Alberta"	0	"JN.1*"
"XDP*"	0.01019975	0	0.02623	19	"Alberta"	0	"JN.1*"
"JN.1.32"	0.00927629	0	0.01891	82	"Canada"	0	"JN.1"
"JN.1.7"	0.00918472	0	0.03571	13	"Quebec"	0	"JN.1"
"LK*"	0.00889683	0	0.01922	64	"Canada"	0	"JN.1*"
"KV*"	0.0084567	0	0.01785	86	"Canada"	0	"JN.1*"
"JN.1.58*"	0.00837542	0	0.02305	28	"Canada"	0	"JN.1*"
"JN.1.4.5"	0.00812372	0	0.02276	30	"Alberta"	0	"JN.1"
"JN.1.4"	0.00791783	0	0.01923	56	"Alberta"	0	"JN.1"
"XDK*"	0.00784968	0	0.02337	50	"Ontario"	0	"JN.1*"
"JN.1.4.6"	0.00773097	0	0.02607	24	"British Columbia"	0	"JN.1"
"KV*"	0.00769325	0	0.11185	12	"Nova Scotia"	0	"JN.1*"
"JN.1.7*"	0.00705074	0	0.01643	142	"British Columbia"	0	"JN.1*"
"KV*"	0.00690845	0	0.02143	31	"Alberta"	0	"JN.1*"
"XDP"	0.00690305	0	0.02453	15	"Alberta"	0	"JN.1"
"XDK.1"	0.00653175	0	0.02385	42	"Ontario"	0	"JN.1"
"XDK.1*"	0.00653175	0	0.02385	42	"Ontario"	0	"JN.1*"
"XDK"	0.0064004	0	0.01928	43	"Canada"	0	"JN.1"
"JN.1.8.1"	0.00580386	0	0.03365	15	"Quebec"	0	"JN.1"
"JN.1.8*"	0.00580386	0	0.03365	15	"Quebec"	0	"JN.1*"
"JN.1.4.5"	0.00490101	0	0.0158	65	"Canada"	0	"JN.1"
"JN.1.1.8"	0.00386566	0	0.02001	27	"Canada"	0	"JN.1"
"KP.2"	0.00373275	0	0.05315	14	"Newfoundland and Labrador"	0	"JN.1"
"KP.2*"	0.00373275	0	0.05315	14	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.1.8"	0.00317412	0	0.02112	27	"British Columbia"	0	"JN.1"
"JN.1.2"	0.00256902	0	0.02652	12	"Canada"	0	"JN.1"
"JN.1.7.5"	0.00251007	0	0.01492	48	"Canada"	0	"JN.1"
"JN.1.4*"	0.00243458	0	0.01174	195	"British Columbia"	0	"JN.1*"
"JN.1.4"	0.00227173	0	0.01365	143	"Ontario"	0	"JN.1"
"JN.1.16*"	0.00220976	0	0.06884	17	"Newfoundland and Labrador"	0	"JN.1*"
"XDP.2"	0.00178826	0	0.02038	21	"Canada"	0	"JN.1"
"EG.5.1*"	0.001136	0	0.01784	26	"Canada"	0	"JN.1*"
